occupationTmp,count
Paper Carrier,1
Paper Commercial Clerk,1
Paper Correspondent,1
Paper Cutler,1
Paper Cutter,78
Paper Cutter Worker,1
Paper Cutter in Factory,1
Paper Cutter in Paper Factory,1
Paper Cutter in Paper Mill,1
Paper Cutter in Printer,1
Paper Dealer,2
Paper Factor Girl,1
Paper Factory,13
Paper Factory Borderer,1
Paper Factory Employer,1
Paper Factory Girl,6
Paper Factory Hand,5
Paper Factory Hard,2
Paper Factory Worker,2
Paper Factory Works,1
Paper Finisher,11
Paper Finisher in Paper Mill,4
Paper Folder,22
Paper Folder at Business,1
Paper Glazer,1
Paper Hanger,11
Paper Hanger and Ordy Seaman,1
Paper Hanger and Painter,1
Paper Harper and Painter,1
Paper Inler,1
Paper Keeper General Post Office,1
Paper Kuter,1
Paper Lauger,1
Paper Machine Feeder,1
Paper Machineist,1
Paper Machinest,1
Paper Machinist,2
Paper Machinist Labourer,1
Paper Maker,42
Paper Maker Agent,1
Paper Maker Unemployed,3
Paper Maker in Paper Mill,14
Paper Makers Agent,1
Paper Making Machineman,1
Paper Manufactuer,1
Paper Manufacturer,4
Paper Manufacturer Clerk,1
Paper Manufer,1
Paper Master,1
Paper Merchant,18
Paper Merchant Clerk,1
Paper Merchant Store Man,1
Paper Merchant and Manufacturing Stationer,1
Paper Merchant and Printer,1
Paper Merchant and Stationer,1
Paper Messenger,2
Paper Mill Carter,2
Paper Mill Chemist,1
Paper Mill Clerk,1
Paper Mill Hand M,1
Paper Mill Labourer,2
Paper Mill Manager,3
Paper Mill Sorter of Paper,1
Paper Mill Work,6
Paper Mill Worker,26
Paper Mill Worker (Assistant Paper Maker),1
Paper Mill Worker (Paper Maker),1
Paper Mill Worker (Sheeter),3
Paper Mill Worker Attending Mechanics,1
Paper Mill Worker Cutter in Paper Mill,1
Paper Mill Worker Paper Tyer,1
Paper Mill Worker Reel Worker,1
Paper Mill Worker Reeler,1
Paper Mill Worker Sheeter,1
Paper Mill-Worker (Sheeter),1
Paper Ormamentor,1
Paper Packe's Porter,1
Paper Packer,5
Paper Packers,2
Paper Parceller,1
Paper Porter,1
Paper Porter Easons,1
Paper Reeler,6
Paper Reeler in Paper Mill,1
Paper Relief Stamper,2
Paper Roller,2
Paper Rooler,1
Paper Ruler,58
Paper Ruler A,1
Paper Ruler Appritce,1
Paper Ruler's Boy,1
Paper Ruller,1
Paper Seller,4
Paper Sorter,24
Paper Sorter in Paper Mill,1
Paper Stainer,3
Paper Stall Porter,1
Paper Stamer,1
Paper Stamper,5
Paper Stock Dealer,1
Paper Stock General Merchant,1
Paper Stock Sorter,1
Paper Store Manager,1
Paper Suter,1
Paper Trade,5
Paper Trade Clerk,1
Paper Trade Messenger,1
Paper Trade-Beaterman,1
Paper Trade-Cashier,1
Paper Traveller,1
Paper Varnisher,1
Paper Vendor,2
Paper Warehouse Factoy Girl,1
Paper Warehouseman,2
Paper Worker,3
Paper Workhouse Man,1
Paper Works Porter,1
Paper Works Working in Factory,1
Paper Wrappe Cutter,1
Paper and C Agent,1
Paper and Envlope Cutter,1
Paper and Maker,1
Paper and Parceller,1
Paper and Printing Trade Commercial Traveller,1
Paper and Rag Merchant,1
Paper bag Maker empd,2
Paper bag Making,1
Paper cutter,1
Paper in Warehouse,1
Paper making Engine Tenter,1
Paper manufacturer,1
Paper merchant,1
Paper stock Merchant,1
Paper works Commercial clerk,2
Paper-Bag Maker,4
Paper-Bag Makers,1
Paper-Box Maker,1
Paper-Cutter,1
Paper-Finisher,1
Paper-Harger,1
Paper-Seller,1
Paper-Sorter,1
Paperbag Maker,2
Paperbagmak,1
Paperbay Maker,1
Paperer,1
Paperer (Thread),1
Paperer Linen,1
Paperer in Linenette Room Unemployed,1
Paperer in Mill,1
"Paperfolder, Pointer's",1
Paperhanger,2
Paperhangings Shop - Keeper,1
Papermaker,5
Papermaker in Paper Mill,2
Papermaker-Finisher,1
Papermill Manager,1
Papers Shop Assistant,1
Papior,1
Papper Folder,1
Papr Box Maker,1
Papr Ruler,1
Par Tender,1
Parafine Wax Refrener,1
Paraforte Salesman,1
Parahfred,1
Paralytic,1
Parber,1
Parcel Boy,7
Parcel Carier V T Co,1
Parcel Clark,3
Parcel Clerk,6
Parcel Clerk Unemployed,1
Parcel Deliverer in G.P.O Belfast,1
Parcel Express Messenger,1
Parcel Lapper Linen Trade,1
Parcel Messenger,1
Parcel Messenger (Tramway),1
Parcel Office B C. Post Man,1
Parcel Office G.P.O Dublin,2
Parcel Porter,3
Parcel Portor,1
Parcel Post,1
Parcel Post Office Engine Driver,1
Parcel Supt. D.M.Tram.,1
Parcel Van Driver,1
Parceler and Paperer,1
Parceler in Factory,2
Parceler in Linen Warehouse,1
Parceler in Linen Wareroom,1
Parceler in Rope Works,1
Parceler in Wareroom,1
Parceler of Goods in a Woollen Wareroom,1
Parceller,4
Parcellin Cloth in Bleach and Dye Works,2
Parcelo Office Clerk,1
Parcels Boy,1
Parcels Clark,1
Parcels Clerk,3
Parcels Messenger,1
Parcels Porter,2
Parcels Porter G S W Railway,1
Parcely in Rope Works,1
Parchment Maker,5
Parcler Linen Trade,1
Pard Manager,1
Pareel Clark D H T C,1
Pareel Clerk,1
Pareeler R Work,1
Pareels Clark,1
Parent,1
Parents Help,1
Parer,2
Paretry Maid,1
Parf Clerk,1
Parian Artist,2
Parian Caster Pottery,1
Parian Caster in Pottery,1
Parian Maker in Pottery,1
Paring Contractor,1
Paring and Roving,1
Pariors,1
Pariors Labourer,1
Pariot Paint,1
Pariour,1
Paris Laborer,1
Paris to Priest,1
Parish,1
Parish Biest : Roman Catholic,1
Parish Clark,2
Parish Clarke,1
Parish Clarkess,1
Parish Cleark,1
Parish Clerk,75
Parish Clerk - Domestic,1
Parish Clerk Domestic,1
Parish Clerk St Michaels (R.C.Church),1
Parish Clerk and Carpenter,1
Parish Clerk and Insurance Agent,1
Parish Clerk and Servant,1
Parish Clerk at Roman Catholic Church Martinstown,1
Parish Clerk-Servant,1
Parish Grort R.C,1
Parish Mail Wife,1
Parish Merst,1
Parish Minister,1
Parish Nurse,1
Parish P Priest,1
Parish Paiest,1
Parish Paint,1
Parish Perist,1
Parish Pirest,1
Parish Preest,1
Parish Preist,2
Parish Prest,3
Parish Priest,452
Parish Priest (Roman Catholic),1
Parish Priest Archdream,1
Parish Priest Canon,2
Parish Priest Canon Vital Forane,1
Parish Priest Cath: Church,1
Parish Priest Catholic Church,1
Parish Priest Clergyman,1
Parish Priest Docter of Derived ?,1
Parish Priest I.P. Clergyman,1
Parish Priest R C,1
Parish Priest R C Church,2
Parish Priest R. C. Church,1
Parish Priest R.C. Church,1
Parish Priest R.C. Clergyman,1
Parish Priest R.L.,1
Parish Priest Roman C Church,1
Parish Priest Roman Catholic,1
Parish Priest Roman Catholic Church,3
Parish Priest Roman Catholic Clergyman,1
Parish Priest Roman Catholic Religion,1
Parish Priest Roman Chotlic Church,1
Parish Priest Trinity Without,1
Parish Priest and Archdeacon,1
Parish Priest and Canon,5
Parish Priest and Canon Clergyman,1
Parish Priest and Canon R.C.,1
Parish Priest and Canon of the Catholic Cathedral St Marys Cork,1
Parish Priest and Canon of the Holy Catholic Church,1
Parish Priest and Monsignor,1
Parish Priest and Near General,1
Parish Priest and V.F,1
Parish Priest and V.F.,1
Parish Priest and Vicar Farmer,1
Parish Priest and Vicar Forane,2
Parish Priest and Vicar General,2
Parish Priest of Leurence ?,1
Parish Priest of the Catholic Church,1
"Parish Priest, Canon and Trid General",1
"Parish Priest, Canon and V.F.",1
Parish Priest-Canon of Cathudiol Chapter and Vicor Fornane of Discese,1
Parish Priest-R Catholic,1
Parish Priest-R.C. Church,1
Parish Priest-Roman Catholic Church,1
Parish Priests,1
Parish Print,3
Parish Print Vic General,1
Parish Prist,6
Parish Prist Vicar Forane P P V F,1
Parish Prist and Canon,2
Parish Relief,1
Parish Sexton,3
Parish and Inn,1
Parish priest,1
Parish-Priest,1
Parisl Clerk,1
Parist Priest,1
Park Bailiff Board of Works,1
Park Bucther,2
Park Business,1
Park Butcher,15
Park Canstable,1
Park Carer,1
Park Collector,1
Park Constable,5
Park Curer,1
Park Cutter,8
Park Keeper,3
Park Labourer,5
Park Merchant,2
Park Ranger,7
Park Reanger,1
Park Roler,1
Park Ructher,1
Park Superintendent,1
Park Wife,1
Parker,6
Parker Mill,1
Parking Case Maker,1
Parking Cone Maker,1
Parl Maid-Domestic,1
Parl Maid-Domestic Servt,1
Parlar Maid Domestic Servant,1
Parlarmaid Donestic,1
Parler Maid,1
Parler Maid - Domestic Servant,1
Parler Maid Dom Ser,1
Parler Maid Domestic Servant,3
Parler Maid domestic Servant,1
Parler Servant Domestic,1
Parlermaid,1
Parlermaid Domestic,1
Parliamentary Election Athens Clerk Kings Bench Division,1
Parliamentary Registration Agent,1
Parliamentary Registration Agent and House Carpenter,1
Parlim Maid,1
Parling Maid,1
Parliormaid Domestic,1
Parliour Maid Domestic Servant,1
Parlized Soldier,1
Parloar Maid Domestic Servant,1
Parloar Maid. Domestic Servant,1
Parloom Tenter,1
Parlor,1
Parlor - Maid,1
Parlor Housemaid (Domestic),1
Parlor Maid,45
Parlor Maid (Domestic),1
Parlor Maid D S,1
Parlor Maid D Servant,1
Parlor Maid D.S,1
Parlor Maid Dom Servt,2
Parlor Maid Domesic Servant,1
Parlor Maid Domestic,15
Parlor Maid Domestic S,1
Parlor Maid Domestic Ser,1
Parlor Maid Domestic Sert,1
Parlor Maid Domestic Servant,37
Parlor Maid Domestic Servt,2
Parlor Maid Domestic Sevt,1
Parlor Maid Domestic servant,1
Parlor Maid Servant,1
Parlor Maid and Domestic Servt,1
Parlor Maid domestic Servt,1
"Parlor Maid, Domestic",1
"Parlor Maid, Domestic Servant",3
Parlor Maid-Domestic,3
Parlor Maid-Domestic Servant,4
Parlor Maid-Domestic Servt,1
Parlor Maid-Nun,1
Parlor Md Domes Ser,1
Parlor Servant,1
Parlor and House Maid,2
Parlor and House Maid-Domestic Servant,1
Parlor maid,3
Parlor maid Domestic,1
Parlor's Maid,1
Parlor-Maid,1
Parlor-Maid D. Servant,1
"Parlor-Maid, Domestic Servant",1
Parlor-Maid-Domestic Servt,1
Parloresmaid,1
Parlormaid,8
Parlormaid - Domestic Servant,2
Parlormaid D Servant,1
Parlormaid Dom Servt,1
Parlormaid Domestic,5
Parlormaid Domestic Ser,1
Parlormaid Domestic Servant,15
Parlormaid Domestic Servat,1
Parlormaid Domestic Servt,1
Parlormaid Servant,1
Parlormaid Servant Domestic,1
Parlormaid not Employed,1
"Parlormaid, Domt Servt",1
Parlormaid-Dom: Servant,1
Parlormaid-Domestic,1
Parlormaid-Domestic Servant,1
Parlors Maid Domestic Servant,2
Parlou Maid Domesti Servant,1
Parlour,2
Parlour - Maid,1
Parlour - Maid - Domestic Servant,2
Parlour - Maid D Servant,1
Parlour - Maid Domestic Servant,2
Parlour Attenned,1
Parlour Boarder,1
Parlour Domestic,1
Parlour Domestic Maid,1
Parlour Domestic Servant,2
Parlour Inside Domestic Servant,1
Parlour M Domestic Servant,1
Parlour M Dometic Servant,1
Parlour M. Domestic Servant,1
Parlour Ma Unemployed,1
Parlour Made Nat out Employment,1
Parlour Maid (D S),1
Parlour Maid (Dom Servant),1
Parlour Maid (Dom Servt),2
Parlour Maid (Domc Servt),1
Parlour Maid (Domestic,1
Parlour Maid (Domestic S.,1
Parlour Maid (Domestic Servant),10
Parlour Maid (Domestic Servt),2
Parlour Maid (Domestic),3
Parlour Maid - (Domestic Servant),1
Parlour Maid - Dom Servt,1
Parlour Maid - Domestic,4
Parlour Maid - Domestic S.,1
Parlour Maid - Domestic Servant,19
Parlour Maid - Domestic Servt,3
Parlour Maid -Domestic Sevt,1
Parlour Maid Cook Domestic Servant,1
Parlour Maid D S,2
Parlour Maid D Sert,1
Parlour Maid D Servant,12
Parlour Maid D Servt,1
Parlour Maid D. S,1
Parlour Maid D. S.,2
Parlour Maid D. Sert,1
Parlour Maid D. Servant,5
Parlour Maid D.S,3
Parlour Maid D.S.,6
Parlour Maid D.Servant,1
Parlour Maid Do,1
Parlour Maid Dom,2
Parlour Maid Dom Ser,7
Parlour Maid Dom Serv,1
Parlour Maid Dom Servant,5
Parlour Maid Dom Servt,7
Parlour Maid Dom Sevt,1
Parlour Maid Dom. Ser,1
Parlour Maid Dom. Serv,1
Parlour Maid Dom. Serv.,1
Parlour Maid Dom. Servant,2
Parlour Maid Dom. Servt,4
Parlour Maid Dome Servant,1
Parlour Maid Dome Servt,1
Parlour Maid Domes,1
Parlour Maid Domesic Servant,1
Parlour Maid Domest Servant,1
Parlour Maid Domest Servt,1
Parlour Maid Domestic S,8
Parlour Maid Domestic Sert,4
Parlour Maid Domestic Serv,3
Parlour Maid Domestic Servant (House Maid),1
Parlour Maid Domestic Servant ?,1
Parlour Maid Domestic Servant Cook,1
Parlour Maid Domestic Servant Unemployed,2
Parlour Maid Domestic Servnt,1
Parlour Maid Domestic Servt,50
Parlour Maid Domestic Servt.,1
Parlour Maid Domestic Set,2
Parlour Maid Domestic Sevt,5
Parlour Maid Domestic Sevt.,1
Parlour Maid Domestic St,3
Parlour Maid Domestic Svt,2
Parlour Maid Domestic Svt.,1
Parlour Maid Domestic Unemployed,1
Parlour Maid Domestic W. N. D. C. S,1
Parlour Maid Domestic-Servant,1
Parlour Maid Domestiquo Servant,1
Parlour Maid Doms St.,1
Parlour Maid Domst Srvt,1
Parlour Maid Domstic,1
Parlour Maid Domti Serrent,1
Parlour Maid Dt,1
Parlour Maid General Servant,4
Parlour Maid Nurse,1
Parlour Maid Out of Employment,1
Parlour Maid Se,1
Parlour Maid Sert,2
Parlour Maid Servant,18
Parlour Maid Servant Domest,1
Parlour Maid Servant Domestic,7
Parlour Maid Servant-Domestic,1
Parlour Maid Unemployed,8
Parlour Maid and Dom. Servant,1
Parlour Maid and Domestic Servant,1
Parlour Maid and Servant,1
Parlour Maid or Domestic Servant,1
"Parlour Maid, Domestic",6
"Parlour Maid, Domestic Servant",26
"Parlour Maid, Domestic Servt",1
"Parlour Maid, Domestic St",1
"Parlour Maid, Domsetic serv",1
"Parlour Maid, Servant",2
Parlour Maid- Domestic,1
Parlour Maid-D C,1
Parlour Maid-D. Servant,1
Parlour Maid-Dom Servt,1
Parlour Maid-Dom. Servant,1
Parlour Maid-Dom. Servt,1
Parlour Maid-Dom. Sev.,1
Parlour Maid-Domc Servt,1
Parlour Maid-Domesitc Servt,1
Parlour Maid-Domestic,26
Parlour Maid-Domestic S,3
Parlour Maid-Domestic Ser,1
Parlour Maid-Domestic Serant,1
Parlour Maid-Domestic Sernt,1
Parlour Maid-Domestic Sert,1
Parlour Maid-Domestic Serv,2
Parlour Maid-Domestic Servt,12
Parlour Maid-Domestic Servt.,1
Parlour Maid-Domestic Sevt,2
Parlour Maid-Domestic Svt,2
Parlour Maid-Servant,1
Parlour Maid. Domestic,2
Parlour Maid. Domestic Servant,2
Parlour Maid. Domestic Servant Unemployed,1
Parlour MaidDomestic Servant,1
Parlour Maide,1
Parlour Md Dom S,1
Parlour Md Dom Svt,1
Parlour Md Domestic Servant,1
Parlour Md Domestic Servt,1
Parlour Servant,3
Parlour Servant Domestic,2
Parlour Servt Domestic Maid,1
Parlour and House Maid,1
Parlour and House Maid D Servant,1
Parlour and House Maid Domestic Servant,1
Parlour and House Maid-Dom. Ser,1
Parlour and Housemaid,1
Parlour and Housemaid Domestic Servant,1
Parlour and Housemaid General Servant,1
Parlour and Housemaid Servant Domestic,1
Parlour maid,15
Parlour maid - Domestic Servant,2
Parlour maid Domestic,4
Parlour maid Domestic Servant,10
Parlour maid Domestic St,1
Parlour maid and House - maid - Domestic Servant,1
Parlour maid domestic,1
Parlour maid servant,1
Parlour maid-Domestic Servant,1
Parlour-Maid,16
Parlour-Maid (Domestic Servant),3
Parlour-Maid D.S,1
Parlour-Maid Dom. Servant,1
Parlour-Maid Domestic,6
Parlour-Maid Domestic Servant,19
Parlour-Maid Domestic Set,1
Parlour-Maid Unemployed,1
"Parlour-Maid, Domestic Servant",2
"Parlour-Maid, Domtc: Servt",1
Parlour-Maid- Domestic Servant,1
Parlour-Maid-Dom Servant,1
Parlour-Maid-Domestic,3
Parlour-Maid-Domestic S,1
Parlour-Maid-Domestic S.,1
Parlour-Maid-Domestic Serv.,1
Parlour-Maid-Domestic Servant,4
Parlour-Maid-Domestic Servt,2
Parlour-Maid. Domestic S,1
Parlour-maid,1
"Parlour-maid, Domestic Unemployed",1
Parlouress and Domestic Servant,1
Parlourmaid,85
Parlourmaid (Domestic Servant),5
Parlourmaid (Domestic Sn),1
Parlourmaid (Unemployed),1
Parlourmaid - Domestic,1
Parlourmaid - Domestic Servant,4
Parlourmaid D S,3
Parlourmaid D Servant,1
Parlourmaid D servt,1
Parlourmaid D. S,1
Parlourmaid D. Servant,1
Parlourmaid D.S,3
Parlourmaid D.S.,2
Parlourmaid Dc S,1
Parlourmaid Dom Ser.,1
Parlourmaid Dom Servant,4
Parlourmaid Dom Servt,1
Parlourmaid Dom Sevt,1
Parlourmaid Dom. Ser.,1
Parlourmaid Dom. Servt.,1
Parlourmaid Domestic,35
Parlourmaid Domestic (Servant),1
Parlourmaid Domestic S.,2
Parlourmaid Domestic Se,1
Parlourmaid Domestic Ser,1
Parlourmaid Domestic Sert,1
Parlourmaid Domestic Servant,1313
Parlourmaid Domestic Servants,2
Parlourmaid Domestic Servt,12
Parlourmaid Domestic Servt.,1
Parlourmaid Domestic Svt,1
Parlourmaid Domst. Serv.,1
Parlourmaid Housemaid,1
Parlourmaid Servant,3
Parlourmaid Servant Domestic,1
Parlourmaid Servant-Domestic,1
Parlourmaid Unemployed,3
Parlourmaid and Domestic Servant,2
Parlourmaid and-Domestic Servant,1
Parlourmaid servant,1
"Parlourmaid, Dom Servant",1
"Parlourmaid, Domestic Servant",6
"Parlourmaid, Domestic Servt",2
Parlourmaid- Domestic Servt,1
Parlourmaid-D. Servant,1
Parlourmaid-Dmestic Servat,1
Parlourmaid-Dom. Ser.,2
Parlourmaid-Dom. Servt.,1
Parlourmaid-Dome Servt,1
Parlourmaid-Domestic,3
Parlourmaid-Domestic Servant,42
Parlourmaid-Domestic Servt,5
Parlourmaid-Domestic St,1
Parlourmaid: Domestic Servant,1
Parlours Labourer,1
Parlours Maid,2
Parlours-Maid Domestic Servant,1
Parlous Maid Domestic Servant,1
Parloutmaid (Unemployed),1
Parlur Maid,1
Parlurmaid,1
Parn Winder,1
Parn Winder in L Mill,1
Parochial School Teacher,2
Parochial Schoolmaster,1
Parochial Schoolmistress,1
Parochial Teacher,1
Parochial Visitor,1
Paroptietor in Line Factory,1
Parous,1
Parry man,1
Part Devidend,2
Part Labourer,1
Part Land Owner,1
Part Landlady,1
Part Maid,1
Part Proprietor Newspaper,2
Part of Year Employed as Farm Servant,1
Partar in H M S office,1
Partary Baker,1
Parter,6
Parter Bottler,1
Parter Inhard Waver Shop,1
Parter Paper,1
Parter Stationery,1
Parter in Shop,1
Parter in Store,1
Parterer,1
Particular Occupation,1
Partienor,1
Partly Dividends,2
Partly Employed,1
Partly Labourer,2
Partly Private Mans,1
Partner,8
Partner Carson Bros Book Sellers Grafton St,1
Partner Tea Trade,1
Partner and Assistant in Firm,3
Partner and Shop Assistant,1
Partner in Brewery,1
Partner in Business,1
Partner in Bussiness,1
Partner in Factory Shirt and Collar,1
Partner in Farm,1
Partner in Farm Implement Works,1
Partner in Farming,1
Partner in Form of Whiskey Distillers and Blenders,1
Partner in Shop,1
Partner in the Above Trade,2
Partner to Job Carrage,1
Partover Maid Domestic Servant,1
Partry Baker,2
Partry Boy,1
Party Baker,2
Party Boy,1
Parveyors Asst,1
Pascer (Linen),1
Pasior Unemployed,1
Pasker and Sorter,1
Pasket Maker,1
Pasley Baker,1
Pason Service Pensioner,1
Pass Boy,1
Passage Broker,1
Passage Broker and Clerk,1
Passed Work,1
Passed for Excise,1
Passenger,1
Passenger Dividends,1
Passer in Tobacco Factory,1
Passer in Warehouse,1
Passer in a Manufacturing Establishment,1
Passer of Handkerchief,1
Passer of Hkf's,1
Passtyboy Domestic Servant,1
Past Boy,1
Past Labour,11
Past Labour Genl Servant,1
Past Labourer,1
Past Mistress,2
Past Office Assistant,1
Past Work,7
Past Work Domestic,1
Past Working,3
Past Working Agricultural Labourer,1
Pasteay Baker,1
Paster,1
Paster Factory,4
Paster Maid,1
Paster Worker,1
Paster in Shirt Factory,8
Paster-Shirt Factory,1
Pastery Baker,5
Pastery Cook,1
Pastery Shop Keeper,1
Pasting Driving,1
Pasting Establishment Owner,1
Pasting in Shirt Factory,1
Pastor,2
Pastor (in Sole Charge),1
Pastor in Charge of the Cath Apostolic Church Belfest,1
Pastor of Baptist Church,1
Pastrey Baker,1
Pastry Baker,70
Pastry Bakr,2
Pastry Cook,19
Pastry Cook Master,1
Pastry Maid,1
Pastry Packer in a Bakery,1
Pastry Shop Assistant,1
Pastry-Baker,1
Pasty Baker,6
Pasty Baker in Restuarant,1
Pat Emplayes Pat Labourer,1
Pat Man in Bleach Works,1
Pat Miller,2
Pat Spinner BR Co,1
Patato Porter,1
Patch Work,1
Pate Keeper,1
Pate Porter,1
Patelayer,1
Patent Beetler,1
Patent Collar Apprintice,1
Patent Collar and Caff Turner,1
Patent Collar and Cuff Turner,1
Patent Finisher in Rope Work,1
Patent Furner,1
Patent Glazer,2
Patent Linnen Mchine,1
Patent Lurner (Collars and Caffs),1
Patent Medical Traveller,1
Patent Range Setter,1
Patent Scyth Maker,1
Patent Scythe Maker,1
Patent Spinner,1
Patent Toothachicur's Manfufacturer,1
Patent Turker,1
Patent Turner,24
Patent Turner (Linen),1
Patent Turner Collar and Cuff Factory,1
Patent Turner Factory,1
Patent Turner Factory Hard,1
Patent Turner Linen,1
Patent Turner Out,1
Patent Turner Shirt Factory,1
Patent Turner in Factory,4
Patent Turner in Linen Warehouse,4
Patent Turner in Shirt Factory,2
Patent Turner in Wareroom,2
Patent-Turner,1
Patenturner,2
Pater Factory,1
Pater Seller,1
Pater to Trade,1
Patern Maker,9
Patern Maker in Iron Foundry,1
Patern Maker in a Shirt Factory,1
Paternmaker,1
Patert Turner,1
Pathian and Farmer,1
Pathologist,1
Pathy Session Clerk Assistant Housekeeper,2
Patient,1
